# Timestamp Wed May  7 14:21:16 2025
# At the Calibration unit focal plane for flat field calibration mode
# Source is Thorlabs SLS201L QTH
# nm, W/nm, W/mm^2/nm, W/mm^2/sr/nm, photons/s/nm, photons/s/mm^2/nm, photons/s/mm^2/sr/nm
4.890000000000000000e+02,5.582893607209488672e-11,1.708083649257078986e-13,4.898736207006606816e-11,1.372566603280764222e+08,4.199361007977434201e+05,1.204365010169045180e+08
4.900000000000000000e+02,5.646086232196699116e-11,1.727417402878122726e-13,4.954184872487332288e-11,1.390941304060524404e+08,4.255578317799297511e+05,1.220487977636396736e+08
4.910000000000000000e+02,5.709231728639111155e-11,1.746736737543254742e-13,5.009592184805157922e-11,1.409367912901862264e+08,4.311954440089181298e+05,1.236656492076084912e+08
4.920000000000000000e+02,5.776377829321693429e-11,1.767280055176816964e-13,5.068509846096125555e-11,1.428847607856346667e+08,4.371552474343861686e+05,1.253749041869931668e+08
4.930000000000000000e+02,5.839349433019574588e-11,1.786546187439295996e-13,5.123764575408846484e-11,1.447360115876646638e+08,4.428191404764066683e+05,1.269992928947491795e+08
4.940000000000000000e+02,5.917765993239802073e-11,1.810537696818981749e-13,5.192571554335273021e-11,1.469771946033415198e+08,4.496760292753027170e+05,1.289658294540786892e+08
4.950000000000000000e+02,5.971202098724858760e-11,1.826886447929182946e-13,5.239459315972541753e-11,1.486045771175870001e+08,4.546549983534166240e+05,1.303937838816695958e+08
4.960000000000000000e+02,6.044784247520628267e-11,1.849398871428164324e-13,5.304024317897296867e-11,1.507397177863364220e+08,4.611874510952084092e+05,1.322672730858249962e+08
4.970000000000000000e+02,6.112243143739837929e-11,1.870037888707692145e-13,5.363216443100435349e-11,1.527292530135093033e+08,4.672744246795993531e+05,1.340130001116599739e+08
4.980000000000000000e+02,6.178121156346862197e-11,1.890193235396423659e-13,5.421021414555904366e-11,1.546859897365881205e+08,4.732610513963897247e+05,1.357299479360905290e+08
4.990000000000000000e+02,6.250749850729431080e-11,1.912413949970234407e-13,5.484749803429383540e-11,1.568187116899943054e+08,4.797861040900688968e+05,1.376013148271122575e+08
5.000000000000000000e+02,6.339423228447458638e-11,1.939543527795068784e-13,5.562556675024416144e-11,1.593620721077792943e+08,4.875675032164578442e+05,1.398329983666268885e+08
5.010000000000000000e+02,6.420089803157136116e-11,1.964223428039853302e-13,5.633337939728297026e-11,1.617126692499610782e+08,4.947591440160717466e+05,1.418955408649511039e+08
5.020000000000000000e+02,6.501830426664370168e-11,1.989231933004462702e-13,5.705061633592191086e-11,1.640984853788594306e+08,5.020585371383812744e+05,1.439889864285208583e+08
5.030000000000000000e+02,6.573488991846520205e-11,2.011155837009868229e-13,5.767938778044062638e-11,1.662375546957666874e+08,5.086030095605649985e+05,1.458659228434471488e+08
5.040000000000000000e+02,6.677225596479873710e-11,2.042894001959825716e-13,5.858962948816920803e-11,1.691966666981325746e+08,5.176563986866527703e+05,1.484624095627817214e+08
5.050000000000000000e+02,6.768105866092845945e-11,2.070698777312437526e-13,5.938706268066402183e-11,1.718397919747052491e+08,5.257430279249779414e+05,1.507816322460298240e+08
5.060000000000000000e+02,6.841735611107663681e-11,2.093225762852045459e-13,6.003313033517021963e-11,1.740532035807178617e+08,5.325149502278205473e+05,1.527238006515642703e+08
5.070000000000000000e+02,6.939662000457540860e-11,2.123186295193788117e-13,6.089239003610771894e-11,1.768933451097020805e+08,5.412043497552794870e+05,1.552158961704706848e+08
5.080000000000000000e+02,7.025053383473965442e-11,2.149311748297435418e-13,6.164166073546107665e-11,1.794231834492093921e+08,5.489443781473591225e+05,1.574357146989151835e+08
5.090000000000000000e+02,7.125418591102560892e-11,2.180018435933989269e-13,6.252231996188629871e-11,1.823447995410358906e+08,5.578830487131224945e+05,1.599993004555059373e+08
5.100000000000000000e+02,7.209066233385487822e-11,2.205610392387873299e-13,6.325629012630596928e-11,1.848478521380894482e+08,5.655411262533008121e+05,1.621956157084768414e+08
5.110000000000000000e+02,7.309423501881697448e-11,2.236314651050642161e-13,6.413687969044132326e-11,1.877886078160657585e+08,5.745383542920454638e+05,1.647759955847939849e+08
5.120000000000000000e+02,7.406127882508099723e-11,2.265901310403452544e-13,6.498541681846209345e-11,1.906454236221291125e+08,5.832787686910849297e+05,1.672827220264082253e+08
5.130000000000000000e+02,7.514543118626640380e-11,2.299070900435633813e-13,6.593671139781647791e-11,1.938140080369767249e+08,5.929730376689191908e+05,1.700630112975357175e+08
5.140000000000000000e+02,7.617689851257028109e-11,2.330628594326261283e-13,6.684177724596089846e-11,1.968573445724541545e+08,6.022841113542979583e+05,1.727334012288783789e+08
5.150000000000000000e+02,7.704110587243047886e-11,2.357068977482383141e-13,6.760008005127349999e-11,1.994779764922156930e+08,6.103019222742218990e+05,1.750328870105875134e+08
5.160000000000000000e+02,7.805182412655259547e-11,2.387991854494444927e-13,6.848693952861634712e-11,2.024873868743144572e+08,6.195091990543658612e+05,1.776735082793667018e+08
5.170000000000000000e+02,7.919932632994042006e-11,2.423099629941967780e-13,6.949382072443506639e-11,2.058625023256872594e+08,6.298353487581686350e+05,1.806350191781444550e+08
5.180000000000000000e+02,8.033624512079173835e-11,2.457883606385268350e-13,7.049141545523513072e-11,2.092215936278035641e+08,6.401124726533781504e+05,1.835824696119246185e+08
5.190000000000000000e+02,8.134972574097030955e-11,2.488890997855713978e-13,7.138069878364336236e-11,2.122700234266646504e+08,6.494391291539043887e+05,1.862573286511358023e+08
5.200000000000000000e+02,8.233035177231954251e-11,2.518893204740338853e-13,7.224115369883290421e-11,2.152427497315543592e+08,6.585341711739448365e+05,1.888657613041383326e+08
5.210000000000000000e+02,8.354796300660946257e-11,2.556145962660651016e-13,7.330955239297448702e-11,2.188460971666341722e+08,6.695585955486170715e+05,1.920275354285556376e+08
5.220000000000000000e+02,8.431095229908111992e-11,2.579489583849242619e-13,7.397904092984408025e-11,2.212685625948735774e+08,6.769701170283081010e+05,1.941531390918985307e+08
5.230000000000000000e+02,8.546235738009533833e-11,2.614716767652498281e-13,7.498934672395986024e-11,2.247200246847152412e+08,6.875298489101340529e+05,1.971816407070437968e+08
5.240000000000000000e+02,8.659872708496019770e-11,2.649483944836104795e-13,7.598645965668317095e-11,2.281434539593722522e+08,6.980038145269576926e+05,2.001855447968928218e+08
5.250000000000000000e+02,8.755006097253610482e-11,2.678589959972309197e-13,7.682121204279390578e-11,2.310899045278102756e+08,7.070184660560394404e+05,2.027709216815827489e+08
5.260000000000000000e+02,8.857225849485670002e-11,2.709864044650050598e-13,7.771814405791200577e-11,2.342333231186256111e+08,7.166357403146942379e+05,2.055291290822610557e+08
5.270000000000000000e+02,8.979071251980867692e-11,2.747142587710666024e-13,7.878728226267686599e-11,2.379070160781255662e+08,7.278753864874414867e+05,2.087526282173489630e+08
